Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Ford,Taurus,2018,Other,Black,Semi Full,3.5,Gas,Automatic,100000,Dammam,89000
Chrysler,S300,2018,Other,Silver,Full,3.6,Gas,Automatic,105000,Dammam,119000
Chevrolet,Malibu,2016,Saudi,Black,Standard,2.5,Gas,Automatic,170,Riyadh,20000
INFINITI,QX,2019,Saudi,Grey,Full,3.7,Gas,Automatic,19800,Riyadh,130000
Hyundai,Elantra,2015,Saudi,Silver,Full,2.0,Gas,Automatic,270000,Jeddah,27000
Nissan,Armada,2006,Saudi,Navy,Semi Full,5.6,Gas,Automatic,100000,Jeddah,12000
Toyota,Land Cruiser 70,2019,Saudi,White,Full,4.0,Gas,Manual,89000,Riyadh,90000
Chevrolet,Blazer,2015,Saudi,Silver,Standard,3.6,Gas,Automatic,180000,Jubail,40000
Mitsubishi,Pajero,2016,Saudi,Brown,Semi Full,3.5,Gas,Automatic,122000,Riyadh,50000
Mercedes,S,2003,Gulf Arabic,White,Full,3.0,Gas,Automatic,440000,Tabouk,16000
Lexus,LX,2015,Saudi,Grey,Full,5.7,Gas,Automatic,97000,Taef,192000
Kia,Cadenza,2018,Saudi,Navy,Full,3.3,Gas,Automatic,148884,Riyadh,65000
Kia,Cadenza,2018,Saudi,White,Standard,3.3,Gas,Automatic,155652,Riyadh,72500
Chevrolet,Impala,2018,Saudi,Silver,Standard,3.6,Gas,Automatic,63118,Riyadh,73500
Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,81165,Riyadh,74000
Hyundai,Senta fe,2018,Saudi,Brown,Semi Full,3.3,Gas,Automatic,143405,Riyadh,74500
Hyundai,Azera,2019,Saudi,White,Standard,3.0,Gas,Automatic,56000,Riyadh,77000
Chevrolet,Spark,2020,Saudi,White,Standard,1.4,Gas,Automatic,16000,Riyadh,27000
Volkswagen,CC,2012,Saudi,Black,Full,2.0,Gas,Automatic,210000,Al-Ahsa,27000
Hyundai,Elantra,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,70000,Aseer,57000
Kia,Carnival,2019,Saudi,Navy,Semi Full,3.3,Gas,Automatic,100,Riyadh,2487
Hyundai,Elantra,2021,Saudi,Silver,Full,1.7,Gas,Automatic,2600,Makkah,95000
Ford,Marquis,2001,Saudi,White,Standard,4.6,Gas,Automatic,350000,Aseer,6000
Mercedes,E,2017,Other,Red,Semi Full,2.0,Gas,Automatic,33000,Dammam,185000
Nissan,Patrol,2015,Saudi,White,Full,4.8,Gas,Automatic,130000,Dammam,82000
Nissan,Sunny,2020,Saudi,Grey,Full,1.5,Gas,Automatic,1300,Dammam,43000
Toyota,C-HR,2020,Saudi,Silver,Full,2.0,Gas,Automatic,11000,Dammam,90000
Toyota,Camry,2017,Saudi,White,Full,2.5,Gas,Automatic,95794,Riyadh,74500
Ford,Taurus,2018,Saudi,Blue,Standard,3.5,Gas,Automatic,91355,Riyadh,74500
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,79159,Riyadh,75000
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,124628,Riyadh,75000
Nissan,Datsun,2013,Saudi,White,Standard,2.4,Gas,Manual,340,Qassim,26000
Mercedes,C,2020,Other,White,Full,3.0,Gas,Automatic,33000,Jeddah,235000
GMC,Yukon,2012,Saudi,Another Color,Semi Full,1.5,Gas,Automatic,65000,Makkah,80000
Hyundai,Elantra,2016,Saudi,Grey,Full,2.0,Gas,Automatic,97000,Al-Medina,42000
Nissan,Sunny,2007,Other,Grey,Semi Full,2.8,Gas,Manual,300020,Abha,15000
Toyota,Hilux,2007,Saudi,White,Full,2.7,Diesel,Manual,445250,Wadi Dawasir,50000
Toyota,Innova,2020,Saudi,Silver,Standard,2.7,Gas,Automatic,24552,Riyadh,76500
Toyota,Hilux,2018,Saudi,White,Semi Full,2.7,Gas,Manual,105558,Riyadh,76500
Dodge,Charger,2017,Saudi,Black,Standard,3.6,Gas,Automatic,122178,Riyadh,76500
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,92132,Riyadh,76500
GMC,Yukon,2011,Saudi,Brown,Standard,5.3,Gas,Automatic,293,Abha,47000
Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,200,Riyadh,56000
Jeep,Grand Cherokee,2014,Saudi,Silver,Semi Full,3.6,Gas,Automatic,245000,Al-Namas,55000
GMC,Terrain,2013,Saudi,Grey,Semi Full,2.4,Gas,Automatic,240000,Jeddah,30000
Mercedes,E,2014,Saudi,Grey,Semi Full,3.5,Gas,Automatic,95000,Dammam,98000
Kia,Mohave,2014,Saudi,White,Full,3.8,Gas,Automatic,200350,Al-Ahsa,40000
Lexus,LX,2014,Gulf Arabic,White,Full,5.7,Gas,Automatic,88000,Qassim,207000
Kia,Rio,2015,Saudi,White,Standard,1.6,Gas,Automatic,182000,Riyadh,21000
GMC,Yukon,2017,Saudi,Brown,Standard,5.3,Gas,Automatic,39000,Taef,142000
Toyota,Avalon,2013,Saudi,Red,Full,3.5,Gas,Automatic,101000,Jeddah,70000
Mazda,6,2019,Saudi,Blue,Standard,2.5,Gas,Automatic,71187,Riyadh,76500
Honda,Accord,2014,Saudi,Red,Semi Full,2.4,Gas,Automatic,59200,Riyadh,76500
Dodge,Charger,2016,Saudi,Red,Semi Full,3.6,Gas,Automatic,165407,Riyadh,76500
Ford,Expedition,2014,Saudi,Grey,Standard,5.4,Gas,Automatic,16682,Riyadh,76500
Hyundai,Tucson,2015,Saudi,Grey,Standard,2.0,Gas,Automatic,69000,Jeddah,45000
Nissan,Maxima,2011,Saudi,Black,Semi Full,3.5,Gas,Automatic,355000,Jeddah,20000
Ford,Fusion,2015,Saudi,Brown,Full,2.5,Gas,Automatic,200000,Riyadh,49000
Chevrolet,Traverse,2011,Other,Silver,Standard,3.6,Gas,Automatic,100000,Besha,20000
Kia,Optima,2015,Saudi,White,Full,2.4,Gas,Automatic,129744,Al-Medina,49500
Toyota,Yaris,2019,Saudi,Brown,Semi Full,1.6,Gas,Automatic,50000,Dammam,40000
Lexus,IS,2018,Saudi,Black,Semi Full,3.5,Gas,Automatic,131000,Riyadh,166000
Ford,Taurus,2016,Other,Grey,Full,3.5,Gas,Automatic,115000,Dammam,71000
Hyundai,Elantra,2015,Saudi,Grey,Full,2.0,Gas,Automatic,169,Aseer,30000
Hyundai,Elantra,2020,Saudi,Silver,Semi Full,2.0,Gas,Automatic,27000,Abha,1010
Genesis,G80,2019,Saudi,Silver,Semi Full,3.8,Gas,Automatic,35000,Riyadh,220000
Mercedes,C,2019,Gulf Arabic,Silver,Semi Full,3.0,Gas,Automatic,5000,Riyadh,187000
Honda,Accord,2008,Saudi,Golden,Standard,2.4,Gas,Automatic,197000,Abha,20000
GMC,Suburban,2004,Other,Oily,Standard,1.1,Gas,Automatic,212,Riyadh,14000
Mercedes,S,2006,Saudi,Black,Full,3.0,Gas,Automatic,228000,Taef,45000
Porsche,Macan,2018,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,36000,Jeddah,210000
Chevrolet,Silverado,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,88000,Dammam,85000
Mercedes,C,2017,Saudi,Grey,Full,4.0,Gas,Automatic,80000,Dammam,270000
Mercedes,CL,2011,Saudi,Navy,Full,4.0,Gas,Automatic,60000,Dammam,170000
Ford,Taurus,2017,Saudi,Blue,Standard,3.5,Gas,Automatic,128439,Riyadh,76500
Dodge,Durango,2017,Saudi,White,Standard,3.6,Gas,Automatic,102608,Riyadh,76500
Toyota,Innova,2017,Saudi,White,Full,2.7,Gas,Automatic,175559,Riyadh,76500
Hyundai,Azera,2019,Saudi,White,Standard,3.0,Gas,Automatic,61294,Riyadh,76500
Jeep,Cherokee,2010,Saudi,Golden,Standard,3.4,Gas,Automatic,400,Riyadh,15000
Lexus,LS,2008,Saudi,Navy,Full,4.6,Gas,Automatic,299000,Dammam,38000
Hyundai,Senta fe,2014,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,215000,Jeddah,41000
Toyota,Land Cruiser,2008,Saudi,White,Full,5.7,Gas,Automatic,476000,Dammam,68000
Toyota,Camry,2017,Saudi,Golden,Standard,2.5,Gas,Automatic,362000,Dammam,38000
Toyota,Land Cruiser,2015,Saudi,Grey,Full,5.7,Gas,Automatic,240000,Riyadh,158000
Ford,Taurus,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,280000,Riyadh,46000
Nissan,Maxima,2018,Saudi,White,Full,3.5,Gas,Automatic,48000,Dammam,85000
Hyundai,Accent,2017,Saudi,Silver,Standard,1.4,Gas,Automatic,168000,Dammam,26000
Mazda,6,2017,Saudi,Silver,Standard,2.5,Gas,Automatic,175000,Dammam,50000
Jeep,Wrangler,2018,Saudi,White,Full,3.0,Gas,Automatic,70000,Dammam,108000
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,106000,Khobar,73000
Toyota,Hilux,2011,Saudi,White,Standard,1.4,Gas,Manual,300000,Tabouk,20000
Hyundai,Tucson,2018,Saudi,Another Color,Standard,2.0,Gas,Automatic,85000,Jeddah,65000
Mazda,6,2018,Saudi,Grey,Full,2.4,Gas,Automatic,42000,Jeddah,86000
Mazda,3,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,90000,Jeddah,41000
GMC,Yukon,2013,Saudi,Golden,Standard,4.0,Gas,Automatic,141000,Jeddah,80000
Mazda,CX3,2019,Saudi,White,Standard,2.0,Gas,Automatic,64000,Jeddah,55000
Ford,Expedition,2015,Saudi,White,Standard,3.5,Gas,Automatic,110790,Riyadh,77000
Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,133578,Riyadh,77500
Toyota,Avalon,2015,Saudi,White,Standard,3.5,Gas,Automatic,249539,Riyadh,77500
Hyundai,Tucson,2020,Saudi,Silver,Standard,2.0,Gas,Automatic,16458,Riyadh,78500
Mazda,CX9,2020,Saudi,White,Standard,2.5,Gas,Automatic,20000,Jeddah,115000
Mazda,CX3,2019,Saudi,Another Color,Standard,2.0,Gas,Automatic,57000,Jeddah,55000
Mazda,CX3,2018,Saudi,Navy,Standard,2.0,Gas,Automatic,70000,Jeddah,48000
Mazda,3,2018,Saudi,Black,Standard,1.6,Gas,Automatic,105000,Jeddah,38000
Lexus,ES,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,86000,Jeddah,125000
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,150000,Riyadh,31000
Kia,Rio,2016,Saudi,Another Color,Standard,1.4,Gas,Automatic,270000,Riyadh,25000
Mitsubishi,Attrage,2019,Saudi,Grey,Standard,1.2,Gas,Automatic,41000,Jeddah,877
Lexus,LS,2016,Saudi,White,Full,4.6,Gas,Automatic,90000,Jeddah,200000
Lexus,ES,2021,Saudi,White,Standard,2.5,Gas,Automatic,700,Jeddah,183000
Toyota,Avalon,2020,Saudi,White,Full,3.5,Gas,Automatic,33000,Jeddah,164000
Mercedes,E,2018,Saudi,White,Semi Full,2.0,Gas,Automatic,102000,Jeddah,155000
Dodge,Charger,2017,Saudi,Red,Full,5.7,Gas,Automatic,64000,Jeddah,145000
Toyota,Furniture,2019,Saudi,White,Standard,2.7,Gas,Automatic,60000,Jeddah,97000
Audi,A8,2013,Saudi,White,Full,3.0,Gas,Automatic,134000,Jeddah,85000
Ford,Taurus,2018,Saudi,Silver,Standard,2.0,Gas,Automatic,91000,Jeddah,77000
Ford,Taurus,2016,Saudi,Black,Standard,3.5,Gas,Automatic,103000,Jeddah,70000
Hyundai,Sonata,2020,Saudi,Black,Full,2.5,Gas,Automatic,3000,Jeddah,118000
Toyota,FJ,2017,Gulf Arabic,Blue,Full,4.0,Gas,Automatic,158200,Jazan,105000
Nissan,Maxima,2010,Gulf Arabic,Black,Full,3.0,Gas,Automatic,280000,Riyadh,22000
Mazda,CX9,2015,Saudi,Navy,Full,2.7,Gas,Automatic,78000,Jeddah,57000
Hyundai,Elantra,2021,Saudi,Grey,Semi Full,2.0,Gas,Automatic,9974,Riyadh,78500
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Automatic,78102,Riyadh,78500
Dodge,Charger,2016,Saudi,Red,Semi Full,3.6,Gas,Automatic,129477,Riyadh,78500
Dodge,Charger,2016,Saudi,Blue,Semi Full,5.7,Gas,Automatic,236335,Riyadh,78500
Kia,Cerato,2016,Saudi,White,Standard,1.6,Gas,Automatic,34000,Riyadh,32000
Renault,Dokker,2016,Saudi,White,Standard,1.8,Gas,Manual,143000,Riyadh,20000
Toyota,Camry,2017,Saudi,Silver,Full,2.5,Gas,Automatic,75000,Dammam,73000
Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.5,Gas,Automatic,84000,Riyadh,68000
BMW,The 7,2004,Saudi,Silver,Full,3.6,Gas,Automatic,297000,Riyadh,11500
Toyota,Avalon,2012,Saudi,White,Full,3.5,Gas,Automatic,225000,Aseer,75000
Land Rover,Range Rover,2017,Saudi,Grey,Full,5.0,Gas,Automatic,150000,Riyadh,115000
Dodge,Ram,2019,Saudi,White,Standard,2.5,Diesel,Manual,65000,Dammam,50000
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,238000,Dammam,40500
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,123213,Dammam,40500
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,148000,Dammam,39500
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,294000,Dammam,38500
GMC,Yukon,2018,Saudi,Silver,Standard,5.3,Gas,Automatic,196600,Dammam,130000
GMC,Yukon,2018,Saudi,Grey,Semi Full,5.3,Gas,Automatic,195000,Dammam,125000
Toyota,Hilux,2017,Saudi,White,Full,2.7,Gas,Manual,62000,Dammam,87000
Toyota,Prado,2015,Saudi,White,Standard,2.7,Gas,Automatic,250000,Dammam,78000
Toyota,Hiace,2017,Saudi,White,Standard,2.7,Gas,Manual,223000,Dammam,77000
Mazda,CX9,2016,Saudi,Another Color,Full,2.5,Gas,Automatic,91000,Dammam,75000
Chevrolet,Silverado,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,270000,Dammam,75000
Toyota,Furniture,2017,Saudi,White,Semi Full,2.7,Gas,Automatic,270337,Dammam,70000
Toyota,Avalon,2014,Saudi,Brown,Semi Full,3.5,Gas,Automatic,188257,Jeddah,78500
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,74522,Riyadh,79500
Mercedes,C,2014,Saudi,White,Full,1.8,Gas,Automatic,148925,Jeddah,79500
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,70375,Riyadh,80500
Toyota,Hilux,2013,Gulf Arabic,White,Semi Full,2.4,Diesel,Manual,300000,Dammam,70000
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,129000,Dammam,69000
Toyota,Innova,2018,Saudi,White,Standard,2.7,Gas,Automatic,275916,Dammam,67000
Toyota,Hilux,2017,Saudi,White,Semi Full,2.7,Gas,Manual,384000,Dammam,66000
Toyota,Camry,2017,Saudi,Bronze,Standard,2.5,Gas,Automatic,90000,Dammam,66000
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,245743,Dammam,65000
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,42885,Dammam,65000
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,210000,Dammam,65000
Toyota,Hiace,2016,Saudi,White,Standard,2.4,Gas,Manual,205812,Dammam,65000
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,71169,Dammam,65000
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,85218,Dammam,64000
Toyota,Innova,2017,Saudi,White,Standard,2.7,Gas,Automatic,145997,Dammam,64000
Toyota,Camry,2017,Saudi,White,Standard,2.5,Gas,Automatic,126000,Dammam,63000
Toyota,Hiace,2017,Saudi,Red,Standard,2.7,Gas,Manual,61000,Dammam,63000
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,266949,Dammam,63000
Mazda,6,2018,Saudi,White,Standard,2.5,Gas,Automatic,79795,Dammam,63000
Toyota,Hilux,2015,Saudi,White,Standard,2.7,Gas,Manual,183000,Dammam,60000
Toyota,Hiace,2015,Saudi,White,Standard,2.7,Gas,Manual,178000,Dammam,60000
Toyota,Hilux,2016,Saudi,White,Standard,2.4,Gas,Manual,250000,Dammam,58000
Isuzu,D-MAX,2016,Saudi,White,Standard,2.5,Diesel,Manual,245599,Dammam,55000
Isuzu,D-MAX,2015,Saudi,White,Standard,2.5,Diesel,Manual,445539,Dammam,53000
Isuzu,D-MAX,2015,Saudi,White,Standard,2.5,Diesel,Manual,299967,Dammam,53000
Isuzu,D-MAX,2015,Saudi,White,Standard,2.5,Diesel,Manual,251662,Dammam,53000
Hyundai,Elantra,2018,Saudi,White,Standard,1.6,Gas,Automatic,79882,Dammam,50500
Toyota,Corolla,2018,Saudi,Golden,Standard,1.6,Gas,Automatic,85258,Dammam,50000
Ford,Taurus,2019,Saudi,White,Standard,2.0,Gas,Automatic,85828,Riyadh,80500
Ford,Taurus,2019,Saudi,White,Standard,2.0,Gas,Automatic,82569,Riyadh,80500
Toyota,Furniture,2015,Saudi,Grey,Semi Full,4.0,Gas,Manual,70346,Riyadh,80500
Toyota,Corolla,2018,Saudi,White,Standard,1.5,Gas,Automatic,98257,Dammam,49000
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,120000,Dammam,48000
Hyundai,Elantra,2018,Saudi,Brown,Standard,1.6,Gas,Automatic,91700,Dammam,48000
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,85884,Dammam,46500
Toyota,Corolla,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,84289,Dammam,46000
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,86782,Dammam,46000
Toyota,Corolla,2017,Saudi,Silver,Standard,1.6,Gas,Automatic,72609,Dammam,46000
GMC,Sierra,2013,Saudi,White,Standard,5.3,Gas,Automatic,300000,Dammam,45000
Toyota,Innova,2015,Saudi,Grey,Standard,2.7,Gas,Automatic,230000,Dammam,45000
Hyundai,Elantra,2017,Saudi,Another Color,Standard,1.6,Gas,Automatic,91000,Dammam,43500
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,249410,Dammam,43000
Kia,Sportage,2016,Saudi,Another Color,Standard,2.0,Gas,Automatic,155000,Dammam,42000
Toyota,Land Cruiser,2002,Saudi,White,Semi Full,4.0,Gas,Manual,3000,Dammam,42000
Toyota,Corolla,2016,Saudi,Silver,Standard,1.6,Gas,Manual,83000,Dammam,38500
Toyota,Corolla,2016,Saudi,Another Color,Standard,1.6,Gas,Automatic,141195,Dammam,37000
Hyundai,Azera,2015,Saudi,White,Full,3.0,Gas,Automatic,272783,Dammam,36000
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,81000,Dammam,35500
Toyota,Corolla,2015,Saudi,Red,Standard,1.6,Gas,Manual,128333,Dammam,33000
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,63012,Dammam,32000
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,67000,Dammam,32000
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,65700,Dammam,32000
Suzuki,APV,2017,Saudi,Yellow,Standard,1.6,Gas,Manual,80000,Dammam,30000
Hyundai,Accent,2017,Saudi,White,Standard,1.6,Gas,Automatic,212000,Dammam,29500
Hyundai,Accent,2017,Saudi,Another Color,Standard,1.4,Gas,Automatic,59933,Dammam,29500
Toyota,Yaris,2017,Saudi,Green,Standard,1.5,Gas,Automatic,133000,Dammam,29000
Mitsubishi,Pajero,2019,Saudi,Golden,Standard,3.5,Gas,Automatic,8968,Riyadh,81500
Toyota,Camry,2019,Saudi,Red,Standard,2.5,Gas,Automatic,105285,Riyadh,81500
Hyundai,Sonata,2018,Saudi,Grey,Full,2.4,Gas,Automatic,49271,Riyadh,81500
Toyota,Avalon,2016,Saudi,White,Standard,3.5,Gas,Automatic,110864,Riyadh,81500
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,112972,Dammam,29000
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,166000,Dammam,28500
Daihatsu,Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,95000,Dammam,28000
Suzuki,APV,2016,Saudi,White,Standard,1.6,Gas,Manual,329000,Dammam,28000
Suzuki,APV,2016,Saudi,White,Standard,1.6,Gas,Manual,162000,Dammam,28000
Nissan,Sunny,2017,Saudi,Silver,Standard,1.5,Gas,Automatic,76672,Dammam,28000
Toyota,Yaris,2015,Saudi,Silver,Standard,1.5,Gas,Automatic,193265,Dammam,26500
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,133300,Dammam,26000
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,102000,Dammam,24500
Toyota,Coaster,2014,Saudi,White,Standard,3.0,Gas,Manual,195000,Dammam,75000
Ford,Taurus,2017,Saudi,Silver,Standard,3.5,Gas,Automatic,131408,Dammam,69000
Ford,Taurus,2017,Saudi,Another Color,Standard,3.5,Gas,Automatic,153889,Dammam,68000
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,174172,Dammam,65000
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,97173,Dammam,64000
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,166085,Dammam,63000
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,172632,Dammam,63000
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,165000,Dammam,63000
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,157051,Dammam,63000
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,213557,Dammam,63000
Toyota,Camry,2017,Saudi,Grey,Standard,2.5,Gas,Automatic,102637,Dammam,62500
Toyota,Hilux,2016,Gulf Arabic,White,Standard,2.7,Gas,Manual,182774,Dammam,62000
Honda,Accord,2017,Saudi,Another Color,Full,2.4,Gas,Automatic,93990,Riyadh,83500
Ford,Explorer,2013,Saudi,Black,Full,3.5,Gas,Automatic,14606,Riyadh,83500
Toyota,Camry,2020,Gulf Arabic,White,Standard,2.5,Gas,Automatic,4443,Riyadh,84500
Dodge,Charger,2018,Saudi,Grey,Standard,3.6,Gas,Automatic,99288,Riyadh,84500
Toyota,Hilux,2016,Saudi,White,Standard,2.7,Gas,Manual,220424,Dammam,62000
Toyota,Hilux,2016,Saudi,White,Standard,1.5,Gas,Manual,131006,Dammam,58000
Hyundai,Sonata,2017,Saudi,Silver,Standard,2.4,Gas,Automatic,109191,Dammam,54000
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,179622,Dammam,48000
Toyota,Camry,2015,Saudi,White,Standard,2.5,Gas,Automatic,216902,Dammam,48000
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,64126,Dammam,32000
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,112000,Dammam,28500
Toyota,Yaris,2016,Saudi,Blue,Standard,1.5,Gas,Automatic,180000,Dammam,28500
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,126000,Dammam,28000
Hyundai,Accent,2016,Saudi,White,Standard,1.4,Gas,Automatic,159626,Dammam,27500
Hyundai,Accent,2015,Saudi,Silver,Standard,1.4,Gas,Automatic,181802,Dammam,25500
Chevrolet,Tahoe,2008,Other,Another Color,Semi Full,5.3,Gas,Automatic,300000,Aseer,35000
Toyota,Prado,2003,Gulf Arabic,White,Semi Full,4.0,Gas,Manual,450000,Riyadh,30000
Mitsubishi,Pajero,2016,Saudi,White,Standard,3.5,Gas,Automatic,84000,Dammam,42000
Suzuki,Vitara,2020,Saudi,Another Color,Full,1.6,Gas,Automatic,5900,Jeddah,77500
GMC,Yukon,2013,Saudi,Another Color,Full,5.3,Gas,Automatic,206000,Riyadh,90000
Nissan,Juke,2014,Saudi,Grey,Semi Full,1.5,Gas,Automatic,225000,Riyadh,26000
Dodge,Charger,2016,Other,Black,Full,3.6,Gas,Automatic,101000,Dammam,95000
Toyota,Yaris,2018,Saudi,Red,Standard,1.5,Gas,Automatic,195000,Jeddah,31000
Chevrolet,Caprice,2009,Saudi,White,Full,6.2,Gas,Automatic,200,Jeddah,70000
Toyota,Hilux,2020,Saudi,White,Full,2.4,Diesel,Manual,24000,Riyadh,120000
Honda,Odyssey,2010,Saudi,Bronze,Full,3.5,Gas,Automatic,260000,Riyadh,33000
Dodge,Charger,2016,Saudi,Grey,Semi Full,3.6,Gas,Automatic,157136,Riyadh,84500
Kia,Cadenza,2017,Saudi,Another Color,Full,3.3,Gas,Automatic,88331,Riyadh,84500
Genesis,G80,2016,Saudi,Black,Semi Full,3.8,Gas,Automatic,165061,Riyadh,85500
Hyundai,Sonata,2017,Saudi,White,Full,1.6,Gas,Automatic,240000,Jeddah,45000
Ford,Taurus,2013,Saudi,Silver,Standard,3.6,Gas,Automatic,353000,Riyadh,39500
Hyundai,Elantra,2016,Saudi,Grey,Standard,2.0,Gas,Automatic,117000,Riyadh,39000
Chevrolet,Caprice,2010,Saudi,Silver,Standard,3.6,Gas,Automatic,283000,Riyadh,33000
Ford,Expedition,2014,Saudi,White,Standard,5.4,Gas,Automatic,97000,Riyadh,55000
Kia,Cerato,2017,Saudi,Grey,Standard,1.6,Gas,Automatic,97000,Riyadh,38500
GMC,Yukon,2007,Saudi,Black,Semi Full,5.3,Gas,Automatic,359000,Riyadh,38000
Toyota,Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,204000,Riyadh,27500
Kia,Optima,2017,Saudi,Black,Full,2.0,Gas,Automatic,104000,Riyadh,47500
Toyota,Ciocca,2012,Saudi,Navy,Standard,5.7,Gas,Automatic,376000,Riyadh,65000
Nissan,X-Trail,2018,Saudi,Brown,Standard,2.5,Gas,Automatic,30000,Riyadh,68000
Toyota,Furniture,2015,Saudi,Grey,Full,4.0,Gas,Manual,70000,Riyadh,79000
Toyota,Avalon,2015,Saudi,White,Standard,3.5,Gas,Automatic,249000,Riyadh,76000
Mazda,6,2017,Saudi,Red,Semi Full,2.5,Gas,Automatic,91000,Riyadh,56000
Toyota,Camry,2017,Saudi,Grey,Standard,2.4,Gas,Automatic,209000,Riyadh,57000
Ford,Taurus,2014,Saudi,Black,Standard,3.6,Gas,Automatic,322000,Riyadh,47500
Kia,Rio,2016,Saudi,Grey,Standard,1.4,Gas,Automatic,270000,Riyadh,25000
Mazda,CX9,2014,Saudi,Grey,Semi Full,2.5,Gas,Manual,289000,Riyadh,50000
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,138000,Riyadh,31000
Ford,Expedition,2013,Saudi,Black,Standard,5.4,Gas,Automatic,300000,Riyadh,49500
Nissan,Sentra,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,143000,Riyadh,38000
Toyota,Rav4,2018,Saudi,White,Standard,2.5,Gas,Automatic,56000,Riyadh,71000
Toyota,Corolla,2016,Saudi,White,Semi Full,1.6,Gas,Automatic,138000,Riyadh,46000
Kia,Cerato,2018,Saudi,White,Standard,1.6,Gas,Automatic,127000,Riyadh,41500
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,103000,Riyadh,31000
Hyundai,Kona,2020,Saudi,White,Full,2.0,Gas,Automatic,3109,Riyadh,89000
